id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6744430,Rental unit in Santiago · ★4.56 · 1 bedroom · 1 bed · Private half-bath,27279837,Nestor,,Santiago,-33.43647,-70.64228,Private room,13896,2,307,2023-12-12,2.99,2,327,48,
6527340,Place to stay in Farellones · ★5.0 · 1 bedroom · 1 bed · 1 private bath,28650895,María,,Lo Barnechea,-33.36892,-70.44781,Private room,299000,2,8,2022-09-25,0.21,4,364,0,
6747692,Condo in Santiago · 1 bedroom · 1 bed · 1 shared bath,35328447,Agustín,,Santiago,-33.45005,-70.64096,Private room,17849,2,0,,,1,0,0,
6748773,Condo in Macul · ★4.61 · 1 bedroom · 1 bath,35334182,Gianitza Carol,,Macul,-33.49017,-70.61441,Entire home/apt,30000,2,18,2022-01-24,0.68,3,239,0,
6748885,Rental unit in Santiago · 1 bedroom · 2 beds · 1 bath,35335011,Carlos,,Santiago,-33.44874,-70.63648,Entire home/apt,84784,1,0,,,1,0,0,
6527448,Rental unit in Ñuñoa · 1 bedroom · 2 beds · 1 bath,34138802,Carolina,,Ñuñoa,-33.45553,-70.62381,Private room,89246,1,0,,,1,0,0,
6756205,Rental unit in Santiago · 1 bedroom · 3 beds · 1 bath,35341487,Sandra,,Santiago,-33.44855,-70.65252,Entire home/apt,93708,1,0,,,1,0,0,
6527821,Rental unit in Las Condes · ★4.86 · 3 bedrooms · 4 beds · 2 baths,5514113,Wale,,Las Condes,-33.40032,-70.56673,Entire home/apt,80321,28,22,2023-07-07,0.21,5,364,2,
6527934,Rental unit in Stgo · 1 bedroom · 1 bed · 1 shared bath,34141760,Sandra,,Santiago,-33.45289,-70.64618,Shared room,49085,1,0,,,1,0,0,
6756682,Rental unit in Providencia · 1 bedroom · 1 bed · 1 bath,12682184,Jalil,,Providencia,-33.44367,-70.60183,Private room,35698,1,0,,,2,365,0,
6761467,Rental unit in Providencia · 1 bedroom · 1 bed · 3 baths,35397305,Ariela,,Providencia,-33.42223,-70.60889,Private room,45257,1,0,,,1,364,0,
6528656,Rental unit in Santiago · 1 bedroom · 2 beds · 2 baths,34146547,Sergio,,Macul,-33.50314,-70.59368,Private room,40161,1,0,,,1,0,0,
6534646,Rental unit in Stgo · 2 bedrooms · 2 beds · 2 baths,34059072,Karlitos,,Santiago,-33.45046,-70.65406,Entire home/apt,178492,1,0,,,1,0,0,
6766443,"Rental unit in Santiago, Las Condes · 2 bedrooms · 2 beds · 2 baths",35424676,Luis Anibal,,Las Condes,-33.39991,-70.57194,Entire home/apt,178492,1,0,,,1,0,0,
6535394,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34179695,Estela,,Santiago,-33.45093,-70.64996,Entire home/apt,75859,1,0,,,1,0,0,
6780632,Home in Santiago · 1 bedroom · 2 beds · 2 baths,33446862,Nikolás,,Santiago,-33.4373,-70.67549,Private room,41437,1,0,,,1,0,0,
6536639,Rental unit in Santiago · 2 bedrooms · 2 beds · 1 bath,34183568,Tamara,,Santiago,-33.44883,-70.6348,Entire home/apt,89246,1,0,,,1,365,0,
6780674,Home in Macul · 1 bedroom · 3 beds · 1 bath,35496662,Marco Antonio,,Macul,-33.48137,-70.59002,Private room,53548,5,0,,,1,0,0,
6542443,Rental unit in santiago · 1 bedroom · 1 bed · 1 bath,34216272,Andrea,,Providencia,-33.43871,-70.62108,Private room,44623,1,0,,,1,0,0,
6783510,Rental unit in Stgo · 2 bedrooms · 3 beds · 1 bath,35512305,Victoria,,Santiago,-33.43732,-70.649,Entire home/apt,70504,1,0,,,1,0,0,
6792511,Rental unit in Providencia · ★4.48 · 1 bedroom · 2 beds · 1 bath,26316726,Javier,,Providencia,-33.43354,-70.62661,Entire home/apt,33143,2,137,2023-11-15,1.49,2,60,24,
6544059,Bungalow in Farellones · 2 bedrooms · 2 beds · 1 bath,28650895,María,,Lo Barnechea,-33.37054,-70.44787,Entire home/apt,50000,2,2,2021-01-15,0.02,4,365,0,
6544485,Rental unit in Santiago · 3 bedrooms · 1 bed · 1 private bath,34228495,Claudia,,Providencia,-33.44174,-70.63377,Private room,62472,2,1,2019-03-31,0.02,1,365,0,
6811305,Condo in Providencia · 3 bedrooms · 4 beds · 2 baths,35656352,Carolina,,Providencia,-33.42337,-70.61404,Entire home/apt,77644,365,2,2015-08-07,0.02,1,365,0,
6551002,Home in Santiago · 9 bedrooms · 4 beds · 2.5 baths,34263895,Patricio,,Quilicura,-33.3624,-70.72023,Entire home/apt,187417,1,0,,,2,0,0,
6559596,Bed and breakfast in Pudahuel · ★4.89 · 1 bedroom · 2 beds · 2 shared baths,34289279,Olguita_David_La Gordita,,Pudahuel,-33.43266,-70.75667,Private room,29143,1,151,2023-12-23,1.47,4,0,29,
6812130,Condo in Santiago · ★4.60 · 2 bedrooms · 3 beds · 2 baths,25960204,Álvaro,,Santiago,-33.4485,-70.63798,Private room,62248,2,4,2016-11-30,0.04,1,0,0,
6816871,Rental unit in Santiago · ★4.67 · 1 bedroom · 3 beds · 1 bath,25197691,Soledad,,Santiago,-33.44772,-70.65402,Entire home/apt,25000,3,141,2023-12-13,1.36,6,92,23,
6559714,Rental unit in Providencia · 1 bedroom · 2 beds · 1 bath,34308274,Carmen Gloria,,Providencia,-33.43628,-70.60241,Entire home/apt,111557,10,0,,,1,358,0,
6566251,"Home in Santiago, Quilicura · 7 bedrooms · 5 beds · 2.5 baths",34263895,Patricio,,Quilicura,-33.36303,-70.72196,Entire home/apt,187417,1,0,,,2,0,0,
6567545,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34352372,Michael,,Santiago,-33.43664,-70.65969,Entire home/apt,14950,90,2,2019-10-03,0.02,1,361,0,
6568618,Rental unit in Stgo · 1 bedroom · 2 beds · 1 bath,34271005,Cristián,,Santiago,-33.44756,-70.65061,Private room,44623,1,0,,,1,0,0,
6822870,Rental unit in Farellones · ★4.75 · 4 bedrooms · 10 beds · 2.5 baths,57201316,Maria,,Lo Barnechea,-33.33429,-70.29327,Entire home/apt,223115,3,16,2023-08-26,0.21,1,365,1,
6568657,Rental unit in Santiago · ★4.90 · 1 bedroom · 3 beds · 1 bath,34364309,Diego Ernesto,,Santiago,-33.44581,-70.66263,Entire home/apt,31124,2,20,2023-12-15,0.19,1,204,4,
6831686,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,35789430,Amin,,Santiago,-33.45572,-70.66064,Private room,44623,1,0,,,1,365,0,
6572849,Condo in Santiago · 1 bedroom · 1 bed · 1 bath,34376759,Luis Osvaldo,,La Florida,-33.51484,-70.60422,Entire home/apt,89246,1,0,,,1,0,0,
6574830,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34111488,Leonor,,Ñuñoa,-33.46324,-70.58181,Private room,38376,1,0,,,1,0,0,
6845659,Rental unit in Vitacura · ★4.70 · 1 bedroom · 2 beds · 1 bath,35871027,Sofia,,Vitacura,-33.40722,-70.59897,Entire home/apt,93075,10,10,2023-11-19,0.10,1,76,1,
6601817,Rental unit in Santiago · ★4.43 · 1 bedroom · 1 bed · 1 bath,2752180,Marcos,,Providencia,-33.42644,-70.61569,Entire home/apt,62248,2,7,2016-11-06,0.07,8,361,0,
6852698,Rental unit in Vitacura · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,32138494,Angelica,,Vitacura,-33.4055,-70.59417,Private room,40161,1,4,2023-04-07,0.40,1,364,4,
6640886,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34757744,Lindor Esteban,,Santiago,-33.43591,-70.65378,Entire home/apt,803214,4,1,2021-10-02,0.04,1,365,0,
6641752,Rental unit in Santiago · ★3.67 · 2 bedrooms · 3 beds · 2 baths,2752180,Marcos,,Providencia,-33.42718,-70.61679,Entire home/apt,98171,2,6,2023-03-19,0.06,8,299,1,
6642123,Rental unit in Santiago · ★4.55 · 1 bedroom · 1 bed · 1 bath,2752180,Marcos,,Providencia,-33.4265,-70.61512,Entire home/apt,62472,5,11,2017-08-06,0.11,8,360,0,
6643241,Home in Pudahuel · 1 bedroom · 1 bed · 1 shared bath,11512341,Marcela,,Pudahuel,-33.44711,-70.84017,Private room,53548,2,0,,,1,89,0,
6862442,Rental unit in Santiago · ★4.64 · 1 bedroom · 1 bed · 1 bath,4341142,Lastarria Apart,,Santiago,-33.43938446044922,-70.64098358154297,Entire home/apt,124496,1,11,2023-03-18,0.30,10,349,5,681011
6933162,Home in Lo Barnechea · 1 bedroom · 1 bed · 1 shared bath,712922,Karim,,Lo Barnechea,-33.35953,-70.51127,Private room,46408,1,0,,,2,0,0,
6644114,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34756758,El Taller,,Santiago,-33.45008,-70.63542,Entire home/apt,58010,5,0,,,1,0,0,
6645367,Condo in santiago · 1 bedroom · 2 beds · 1 bath,33267692,Sofía Viviana,,Santiago,-33.45666,-70.62961,Entire home/apt,89246,1,0,,,1,0,0,
6954269,Rental unit in Recoleta · ★4.33 · 1 bedroom · 1 bed · 1 bath,36460340,Miriam,,Recoleta,-33.43254,-70.63659,Entire home/apt,50000,3,6,2022-11-14,0.20,2,89,0,
6652308,Rental unit in Santiago · 1 bedroom · 2 beds · 1 bath,34819103,Silvia,,Santiago,-33.44597,-70.65129,Private room,44623,1,0,,,1,0,0,
6958456,Condo in San Joaquín · 1 bedroom · 1 bed · 1 bath,14191859,Carla,,San Joaquín,-33.50149,-70.61691,Private room,16000,90,0,,,1,324,0,
6989940,Rental unit in Las Condes · 1 bedroom · 1 bed · 1 private bath,9705284,Pilo,,Las Condes,-33.41077,-70.56622,Private room,24989,7,2,2017-12-03,0.03,1,83,0,
6656109,Condo in Santiago · 1 bedroom · 1 bed · 1 bath,34837764,Alejandro,,Santiago,-33.44773,-70.65063,Private room,78728,1,0,,,1,0,0,
7010347,Home in Las Condes · 1 bedroom · 1 bed · 1 bath,22158864,Drilona,,Las Condes,-33.40514,-70.55778,Private room,319834,1,0,,,1,350,0,
7071507,Home in Las Condes · 4 bedrooms · 3 beds · 2 baths,32586578,Maria José,,Las Condes,-33.41636,-70.57241,Entire home/apt,145000,14,1,2023-03-03,0.10,1,346,1,
6656119,"Rental unit in Santiago, Vitacura · 1 bedroom · 1 bed · 1 private bath",34836810,Maria Soledad,,Vitacura,-33.38249,-70.57067,Private room,53548,1,2,2021-12-07,0.03,1,0,0,
6658585,Home in Maipú · 2 bedrooms · 3 beds · 1 bath,34850955,Carlos,,Maipú,-33.50411,-70.78253,Entire home/apt,151718,1,0,,,1,0,0,
7100229,Rental unit in Providencia · 2 bedrooms · 3 beds · 2 baths,9115141,Georgette,,Providencia,-33.43508,-70.63231,Entire home/apt,107095,2,1,2018-03-04,0.01,2,0,0,
6658716,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34845236,Manuel Arturo,,Lo Prado,-33.43966,-70.7112,Private room,31236,1,0,,,1,0,0,
6670664,Rental unit in San Miguel · ★4.79 · 3 bedrooms · 4 beds · 2 baths,34863201,Marina,,La Cisterna,-33.51505,-70.65746,Entire home/apt,80000,2,19,2023-11-13,0.24,2,358,3,
7105960,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,28681384,Camilo,,Providencia,-33.43381,-70.61205,Private room,40000,2,0,,,1,178,0,
7129398,Rental unit in Providencia · ★4.94 · 2 bedrooms · 3 beds · 2 baths,28696055,Patricia Juanita,,Providencia,-33.44461,-70.61816,Entire home/apt,45000,90,36,2022-11-13,0.45,1,62,0,
6671239,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34299826,Jesus,,La Florida,-33.52677,-70.60397,Private room,40161,1,0,,,1,0,0,
7133973,Condo in Las Condes · ★4.65 · 3 bedrooms · 4 beds · 2 baths,34223543,Jaime,,Las Condes,-33.4066,-70.56884,Entire home/apt,129407,3,96,2023-09-01,0.95,1,342,5,
6673654,Home in Santigo · ★4.89 · 4 bedrooms · 9 beds · 3 baths,31039310,Debora,,Lo Barnechea,-33.33528,-70.28845,Entire home/apt,499778,5,18,2023-08-20,0.18,1,321,3,
7142488,Rental unit in Santiago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,34215425,Camila,,Santiago,-33.44014,-70.64177,Private room,49085,1,3,2016-11-22,0.03,1,360,0,
7147761,Rental unit in Las Condes · ★4.89 · 1 bedroom · 2 beds · 1 bath,3085810,Luis Hernan,,Las Condes,-33.41323,-70.60291,Entire home/apt,80072,3,35,2020-02-15,0.35,3,143,0,
6673836,Rental unit in Santiago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,2039401,Antonio,,Providencia,-33.42595,-70.60659,Entire home/apt,107095,4,5,2022-08-28,0.05,1,2,0,
6684836,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34989346,Maria Paz,,Recoleta,-33.42305,-70.63923,Entire home/apt,44623,3,2,2015-09-09,0.02,1,89,0,
7151910,Rental unit in Providencia · 1 bedroom · 1 bed · 1 bath,6959150,Martha,,Providencia,-33.43271,-70.63048,Entire home/apt,31236,5,0,,,1,360,0,
6686293,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,34996191,Julian,,Recoleta,-33.42317,-70.63988,Entire home/apt,89246,1,0,,,1,365,0,
7205375,Condo in Providencia · ★5.0 · 1 bedroom · 1 bed · 1 bath,5961491,Natalia,,Providencia,-33.44663,-70.61833,Entire home/apt,,3,5,2015-10-26,0.05,1,0,0,
6687965,Rental unit in Santiago · ★4.51 · 1 bedroom · 1 bed · 1 shared bath,27279837,Nestor,,Santiago,-33.43744,-70.64141,Private room,17849,2,92,2023-12-09,0.89,2,344,11,
6693247,Rental unit in Santiago · 1 bedroom · 3 beds · 2 baths,34481162,Ghislaine,,Santiago,-33.44929,-70.63339,Private room,107095,1,0,,,1,365,0,
7217444,Home in Maipú · 1 bedroom · 1 bed · 2 baths,37781981,Koka,,Maipú,-33.55874,-70.79126,Private room,19682,1,0,,,1,0,0,
6693490,Rental unit in Santiago · 3 bedrooms · 5 beds · 3 baths,34897525,Jessica,,Santiago,-33.44318,-70.6439,Entire home/apt,147256,1,0,,,1,365,0,
7259890,Rental unit in Santiago Centro · ★4.77 · 1 bedroom · 1 bed · 1 bath,35976583,Jordi,,Santiago,-33.44835,-70.64268,Entire home/apt,23990,3,304,2023-12-07,2.97,9,84,25,
6702331,Rental unit in Santiago Centro · 2 bedrooms · 3 beds · 2 baths,35082505,Rodrigo,,Santiago,-33.45349,-70.64749,Entire home/apt,133869,1,0,,,1,0,0,
6702590,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,33995476,Manuel,,Santiago,-33.43506,-70.65812,Private room,26774,1,0,,,1,365,0,
7278670,Rental unit in Las Condes · 1 bedroom · 2 beds · 1 bath,9074424,Ricardo,,Las Condes,-33.40762,-70.55267,Private room,31236,1,0,,,1,365,0,
6704017,Home in La Cisterna · 3 bedrooms · 4 beds · 2 baths,35092759,Felipe,,La Cisterna,-33.52763,-70.65584,Private room,17794,1,1,2017-09-23,0.01,1,365,0,
7299149,Rental unit in Santiago · 1 bedroom · 2 beds · 1 bath,38232353,Fabian,,Santiago,-33.45485,-70.65679,Entire home/apt,624722,60,2,2015-08-17,0.02,1,88,0,
7317350,Home in Santiago · 1 bedroom · 5 beds · 4 baths,1158491,Edu,,Santiago,-33.43968,-70.66766,Private room,35698,4,0,,,1,0,0,
6715232,Rental unit in Quinta Normal · 2 bedrooms · 2 beds · 1 bath,35158418,Leslie,,Quinta Normal,-33.42917,-70.6842,Entire home/apt,140116,1,0,,,1,0,0,
7350404,Rental unit in Santiago · ★4.62 · 2 bedrooms · 3 beds · 1 bath,264378,Raúl,,Santiago,-33.44718,-70.65517,Entire home/apt,44623,2,98,2019-12-30,0.97,9,0,0,
7401902,Rental unit in Las Condes · ★4.62 · 1 bedroom · 1 bed · 1 bath,4199174,Fran,,Las Condes,-33.40596,-70.558418,Entire home/apt,55259,2,149,2023-12-01,1.49,2,0,17,
7894105,Rental unit in Las Condes · ★4.36 · 1 bedroom · 1 bed · 1 bath,41619831,Matías,,Las Condes,-33.41552,-70.60154,Entire home/apt,53931,2,143,2019-10-19,1.45,1,90,0,
7419108,Condo in Providencia · ★4.71 · 1 bedroom · 1 bed · 1 bath,38863788,José,,Providencia,-33.42456,-70.61594,Entire home/apt,49085,3,129,2022-04-11,1.26,1,300,0,
7433581,Townhouse in Santiago · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,2478975,América Patricia,,Ñuñoa,-33.44956,-70.61708,Private room,18000,7,3,2023-11-23,0.30,7,114,3,
7902026,Rental unit in Santiago · 1 bedroom · 3 beds · 2 baths,41666355,Manuela,,Santiago,-33.43874,-70.6641,Private room,28559,20,0,,,1,0,0,
7435987,Rental unit in Providencia · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,38952724,Claudia,,Providencia,-33.43796,-70.6303,Private room,20000,10,41,2023-11-30,0.43,1,269,3,
7911482,Rental unit in Lo Barnechea · ★5.0 · 2 bedrooms · 6 beds · 1.5 baths,15654808,Matías,,Lo Barnechea,-33.33486,-70.29095,Entire home/apt,332500,3,3,2023-07-28,0.03,3,365,1,
7452881,Rental unit in Santiago · 1 bedroom · 1 bed · 2 baths,39031618,Priscila,,Ñuñoa,-33.4656,-70.59464,Entire home/apt,33021,60,0,,,1,0,0,
7920469,Rental unit in Santiago Centro · ★4.67 · 2 bedrooms · 3 beds · 2 baths,35976583,Jordi,,Santiago,-33.4444,-70.64189,Entire home/apt,44847,3,209,2023-11-27,2.11,9,78,13,
7929259,Home in Farellones  · ★4.69 · 4 bedrooms · 9 beds · 3 baths,41812185,Arturo,,Lo Barnechea,-33.35177,-70.31479,Entire home/apt,370000,2,42,2023-08-30,0.42,1,343,6,
7508325,Condo in Santiago · ★4.48 · 1 bedroom · 1 bed · 1 bath,39333236,Rukaza Lastarria,,Santiago,-33.43788,-70.64244,Entire home/apt,36000,1,271,2023-12-08,2.73,3,150,75,
7947273,Rental unit in Recoleta · 2 bedrooms · 2 beds · 2 baths,41839181,Liliana,,Recoleta,-33.43459,-70.63568,Entire home/apt,89246,1,0,,,2,0,0,
7533050,Rental unit in Santiago · ★4.81 · Studio · 2 beds · 1 bath,36562249,Viviana,,Santiago,-33.45244,-70.66041,Entire home/apt,30000,7,64,2023-11-02,0.64,1,42,8,
7547630,Rental unit in Santiago · ★4.58 · 1 bedroom · 1 bed · 1 bath,28151961,Patricia,,Santiago,-33.44692,-70.65129,Entire home/apt,36077,1,705,2023-12-10,6.90,2,0,108,
7949045,Home in La Reina · 1 bedroom · 1 bed · 1 bath,10909233,Alejandro,,La Reina,-33.44157,-70.54058,Private room,42838,1,0,,,1,0,0,
7562037,Rental unit in Santiago · 2 bedrooms · 1 bed · 1 bath,39640300,Cristhian,,Santiago,-33.44727,-70.65871,Private room,25000,3,0,,,1,363,0,
8022452,Rental unit in Santiago · ★4.68 · 2 bedrooms · 2 beds · 2 baths,678317,Nicolas,,Santiago,-33.43985,-70.6409,Entire home/apt,43571,7,81,2023-10-24,0.81,3,341,7,
8046110,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,33151210,Santiago,,Santiago,-33.43683,-70.64402,Private room,49085,1,2,2017-07-01,0.02,1,0,0,
7576803,Home in Vitacura · 1 bedroom · 1 bed · 1 bath,39640282,Gloria,,Vitacura,-33.38612,-70.56007,Private room,31236,1,0,,,1,0,0,
7580156,Rental unit in Providencia · ★4.72 · 1 bedroom · 1 bed · 1 bath,26352780,Luis,,Providencia,-33.42501,-70.61661,Entire home/apt,44299,2,260,2023-12-27,2.90,1,254,45,
8049718,Rental unit in Las Condes · ★4.89 · 1 bedroom · 1 bed · 1 private bath,42508566,Veronica,,Las Condes,-33.41639,-70.59914,Private room,,365,235,2020-03-17,2.33,1,0,0,
7595899,Loft in Santiago · ★4.68 · 1 bedroom · 1 bed · 1 bath,3334910,Manuel,,Santiago,-33.44297,-70.63615,Entire home/apt,121116,3,85,2022-11-22,0.86,1,360,0,
8067141,Rental unit in Vitacura · 1 bedroom · 2 beds · 1 bath,42606508,Lucia,,Vitacura,-33.40689,-70.59918,Private room,53548,1,0,,,1,0,0,
7632904,Rental unit in Santiago · ★4.05 · 1 bedroom · 2 beds · 1 bath,21739685,Alejandro,,Santiago,-33.44765,-70.65402,Entire home/apt,29143,2,19,2023-09-29,0.19,11,365,7,
8071449,Rental unit in Santiago  · ★4.93 · 2 bedrooms · 5 beds · 2 baths,42633657,Patricia,,Lo Barnechea,-33.34731,-70.29259,Entire home/apt,260000,2,29,2023-07-28,0.29,1,365,1,
7664490,Rental unit in Santiago · ★4.56 · 1 bedroom · 3 beds · 1 bath,20866587,Yanira,,Santiago,-33.43559646606445,-70.64810180664062,Entire home/apt,26774,30,25,2023-12-03,0.26,1,365,3,
8088167,Rental unit in Las Condes · 2 bedrooms · 2 beds · 2 baths,42712830,Paola,,Las Condes,-33.42538,-70.58611,Entire home/apt,428381,1,0,,,1,0,0,
8090295,Rental unit in Santiago · ★4.87 · 2 bedrooms · 3 beds · 1 bath,28374414,Carolina,,Santiago,-33.43357,-70.65598,Entire home/apt,45899,3,180,2023-11-26,1.83,1,357,18,
7664765,Cabin in Lo Barnechea · ★4.80 · 3 bedrooms · 6 beds · 1 bath,40233062,Tomas,,Lo Barnechea,-33.3493,-70.30916,Entire home/apt,60000,4,15,2021-07-18,0.15,1,351,0,
8131150,Rental unit in Providencia · 1 bedroom · 1 bed · 1.5 baths,42937530,Carlos,,Providencia,-33.44235,-70.60669,Private room,35698,1,0,,,1,0,0,
7679601,Condo in Providencia · ★4.75 · 2 bedrooms · 6 beds · 2.5 baths,10387771,Nicolás,,Providencia,-33.44772,-70.62577,Entire home/apt,124944,120,16,2017-12-29,0.16,1,335,0,
8139215,Condo in Santiago · ★4.89 · 1 bedroom · 1 bed · 1 bath,11456878,Carolina,,Santiago,-33.4558,-70.65916,Entire home/apt,43347,5,19,2020-01-31,0.19,1,178,0,
7698226,Place to stay in Santiago · 1 bedroom · 1 bed · 1 bath,40434009,Gonzalo,,Santiago,-33.43985,-70.67212,Entire home/apt,42286,7,1,2019-04-01,0.02,1,0,0,
8149013,Condo in Las Condes · ★4.56 · 2 bedrooms · 1 bed · 1 bath,36728127,Patricia,,Las Condes,-33.42387,-70.57936,Entire home/apt,101999,7,18,2021-11-28,0.20,1,358,0,
7698383,Rental unit in Providencia · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,33940561,Paola,,Providencia,-33.43048,-70.62128,Private room,19000,2,31,2023-10-04,0.37,2,363,7,
8167201,Rental unit in Las Condes · ★4.81 · 1 bedroom · 1 bed · 1 bath,43104512,Eduardo,,Las Condes,-33.41402,-70.60244,Entire home/apt,53548,1,68,2023-12-09,0.77,5,364,5,
7698416,Rental unit in Recoleta · ★4.82 · 2 bedrooms · 3 beds · 2 baths,40430742,Alejandro,,Santiago,-33.43377,-70.64867,Entire home/apt,45000,3,149,2023-12-10,1.46,2,312,23,
8172403,Rental unit in Providencia · ★4.88 · 2 bedrooms · 2 beds · 2 baths,43130508,Felix,,Providencia,-33.44054,-70.62845,Entire home/apt,74193,6,50,2023-12-09,0.52,1,199,13,
7711977,Rental unit in Providencia · ★4.66 · 1 bedroom · 2 beds · 1 bath,30307324,Javiera,,Providencia,-33.4248,-70.61719,Entire home/apt,42838,5,108,2023-10-24,1.47,2,0,18,
8183987,Rental unit in Las Condes · 1 bedroom · 1 bed · 1 bath,43173321,Hugo,,Las Condes,-33.41473,-70.60343,Private room,98171,1,0,,,1,0,0,
7744332,Rental unit in El Colorado · ★5.0 · 3 bedrooms · 9 beds · 3 baths,40705974,Paulette,,Lo Barnechea,-33.346996,-70.292702,Entire home/apt,312361,3,11,2023-08-14,0.14,1,362,4,
7749188,Rental unit in Santiago · 2 bedrooms · 6 beds · 1.5 baths,15654808,Matías,,Lo Barnechea,-33.33495,-70.29103,Entire home/apt,190000,3,2,2021-09-09,0.02,3,89,0,
8195628,Rental unit in Providencia · ★4.85 · 1 bedroom · 2 beds · 1 bath,29886254,Gonzalo,,Providencia,-33.43412,-70.62708,Entire home/apt,43286,2,138,2023-11-17,1.38,15,335,9,
8196120,Rental unit in Providencia · ★4.85 · 1 bedroom · 1 bed · 1 bath,29886254,Gonzalo,,Providencia,-33.43489,-70.62772,Entire home/apt,57626,2,156,2023-12-12,1.66,15,332,44,
8209998,Rental unit in Providencia · ★4.75 · 1 bedroom · 2 beds · 1 bath,36288649,Aurora,,Providencia,-33.4253,-70.61575,Entire home/apt,42684,2,85,2023-11-25,0.87,1,144,18,
7749588,Rental unit in Valle Nevado · ★5.0 · 1 bedroom · 2 beds · 1 bath,2307660,Rodrigo,,Lo Barnechea,-33.35743,-70.25,Entire home/apt,,4,34,2023-08-24,0.38,1,0,6,
8223189,Rental unit in Providencia · 1 bedroom · 1 bed · 1.5 shared baths,14121113,Veronica,,Ñuñoa,-33.45164,-70.61617,Private room,29523,1,0,,,2,365,0,
8270658,Rental unit in Providencia · ★4.25 · 3 bedrooms · 4 beds · 1.5 baths,14121113,Veronica,,Ñuñoa,-33.45227,-70.61483,Entire home/apt,47237,5,4,2016-10-17,0.04,2,362,0,
8274445,Rental unit in Las Condes · 1 bedroom · 2 beds · 1 bath,43631074,Nicolas,,Las Condes,-33.41262,-70.57366,Private room,44623,3,0,,,1,365,0,
7774675,Bed and breakfast in Santiago · 1 bedroom · 1 bed · 2 baths,24449408,Germán,,Santiago,-33.44819,-70.63294,Private room,35000,1,0,,,1,364,0,
7774750,Loft in Lo Barnechea · 1 bedroom · 6 beds · 1.5 baths,40899219,Jose Tomas,,Lo Barnechea,-33.33617,-70.29054,Entire home/apt,318733,7,1,2017-08-11,0.01,1,0,0,
8282945,Condo in Ñuñoa · ★4.97 · 1 bedroom · 3 beds · 1 private bath,36232616,Veronica,,Ñuñoa,-33.45036,-70.57949,Private room,19710,3,99,2023-12-22,1.19,1,82,10,
7787733,Home in Ñuñoa · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8776847,Miriam,,Ñuñoa,-33.45204,-70.58602,Private room,20000,2,5,2023-10-02,0.05,1,326,2,
8283930,Rental unit in Recoleta · 1 bedroom · 1 bed · 1 bath,43678896,Juan Carlos,,Recoleta,-33.43204,-70.64615,Private room,22231,4,0,,,1,365,0,
8285790,Home in Providencia · ★4.50 · 1 bedroom · 2 beds · 1.5 shared baths,43688051,Ventana Sur,,Providencia,-33.44441,-70.62709,Private room,40161,1,8,2022-10-15,0.08,4,0,0,
7788771,Rental unit in Santiago · ★4.82 · 1 bedroom · 1 bed · 1 bath,40988790,Felipe,,Santiago,-33.44722,-70.65498,Entire home/apt,38251,2,153,2023-12-17,1.53,3,363,37,
7791567,Rental unit in Las Condes · ★3.67 · 1 bedroom · 1 bed · 1 bath,21783750,Hernan D.,,Las Condes,-33.40025,-70.57058,Entire home/apt,82231,2,6,2023-04-05,0.06,2,361,1,
8286004,Home in Santiago · ★4.76 · 1 bedroom · 6 beds · 3.5 shared baths,43688051,Ventana Sur,,Providencia,-33.44406,-70.62764,Shared room,24989,1,37,2020-02-09,0.37,4,0,0,
8286184,Serviced apartment in Providencia · ★4.69 · 1 bedroom · 2 beds · 1 private bath,43689873,Gonzalo,,Providencia,-33.42577,-70.61721,Private room,62472,1,101,2023-12-03,1.00,4,361,2,
8289278,Rental unit in Farellones · ★4.43 · 3 bedrooms · 6 beds · 2 baths,20827101,Marta,,Lo Barnechea,-33.33585,-70.29118,Entire home/apt,375714,1,7,2023-07-30,0.09,1,364,1,
